70000,מנדי גפנר - תפילת השל''ה - ווקאלי,במדבר תשפד,סינגלים חדשים - תשפד
70001,תורה ותפילה - ישראל דגן והראל טל​,במדבר תשפד,סינגלים חדשים - תשפד
70002,ישראל גברא - עננו,במדבר תשפד,סינגלים חדשים - תשפד
70003,מקהלת תנועה & ברוך שלום - ואנחנו לא נדע,במדבר תשפד,סינגלים חדשים - תשפד
70004,יודי יגאלי - סימנים בדרך,במדבר תשפד,סינגלים חדשים - תשפד
70005,איציק-וינגרטן-יש-אלוקים,במדבר תשפד,סינגלים חדשים - תשפד
70006,יוסי צוקר & היום השמיני - אם אני כאן,במדבר תשפד,סינגלים חדשים - תשפד
70007,משה לוק - אייר אייר,במדבר תשפד,סינגלים חדשים - תשפד
70008,סט_שבועות_מקפיץ_2024_🤎_מחרוזת_לקבלת_התורה_תשפ''ד_🕍_Set_for_Shavuot,במדבר תשפד,סינגלים חדשים - תשפד
70009,סט_שבועות_מקפיץ_2024_🤎_מחרוזת_לקבלת_התורה_תשפ''ד_🕍_Set_for_Shavuot,במדבר תשפד,סינגלים חדשים - תשפד
70010,שמעון סיבוני - אם אשכחך ירושלים,במדבר תשפד,סינגלים חדשים - תשפד
70011,עקיבא - ללמוד לעוף,במדבר תשפד,סינגלים חדשים - תשפד
70012,נעם הראל - על השולחן,במדבר תשפד,סינגלים חדשים - תשפד
70013,ליפא שמעלצר - Hold On Tight,במדבר תשפד,סינגלים חדשים - תשפד
70014,ישראל צוברי - בן פורת יוסף,במדבר תשפד,סינגלים חדשים - תשפד
70015,יצחק פוקס- מזבח שמח,במדבר תשפד,סינגלים חדשים - תשפד
70016,יצחק פוקס- מזבח אדמה,במדבר תשפד,סינגלים חדשים - תשפד
70017,יצחק פוקס- אני מאמין,במדבר תשפד,סינגלים חדשים - תשפד
70018,גרשי & דוד שווארץ - ומי יגן עלינו,במדבר תשפד,סינגלים חדשים - תשפד
70019,גבי אהרון - סולם,במדבר תשפד,סינגלים חדשים - תשפד
70020,אלי זיידנפלד- והערב נא,במדבר תשפד,סינגלים חדשים - תשפד
70021,ארי - נאמן,במדבר תשפד,סינגלים חדשים - תשפד
70022,הלובי של שלום ברנהולץ - קובי ברומר,הלובי של שלום ברנהולץ,סינגלים חדשים - תשפד
70023,איציק וינגרטן - יש אלוקים,קליפים,סינגלים חדשים - תשפד
70024,גבי אהרון - סולם,קליפים,סינגלים חדשים - תשפד
70025,ליפא שמעלצר - Hold On Tight,קליפים,סינגלים חדשים - תשפד
70026,נעם הראל - על השולחן,קליפים,סינגלים חדשים - תשפד
70027,יוסי צוקר והיום השמיני - אם אני כאן,קליפים,סינגלים חדשים - תשפד
70028,גרשי ודוד שווארץ - ומי יגן עלינו,קליפים,סינגלים חדשים - תשפד
70029,מקהלת תנועה וברוך שלום - ואנחנו לא נדע,קליפים,סינגלים חדשים - תשפד
70030,אלכס קלייר - רוץ,קליפים,סינגלים חדשים - תשפד
70031,דניאל יטיב בראיון - המבקר (28,קליפים,סינגלים חדשים - תשפד
70032,"אירוע כולה שלי עם הרב פלאי, ריבו ואברומי - הפרטים",אזור התעשייה,סינגלים חדשים - תשפד
70033,האולפן החדש של קול חי 2,אזור התעשייה,סינגלים חדשים - תשפד
70034,הלחמה ותתן (שפירא) & יגיע טוב היום (קליין),אזור התעשייה,סינגלים חדשים - תשפד
70035,שימי יונייב במחרוזת חדשה,אזור התעשייה,סינגלים חדשים - תשפד
70036,האחים ויינברגר בהקלטות מקהלות 2,אזור התעשייה,סינגלים חדשים - תשפד
70037,האחים ויינברגר בהקלטות מקהלות 3,אזור התעשייה,סינגלים חדשים - תשפד
70038,יענקי כהן באולפן החדש שלו בבית שמש,אזור התעשייה,סינגלים חדשים - תשפד
70039,מידד טסה ועידו נמר באולפן,אזור התעשייה,סינגלים חדשים - תשפד
70040,שמוליק קליין בחתונת בנו של ליפא,אזור התעשייה,סינגלים חדשים - תשפד
70041,שמילי אונגר בחתונת בנו של ליפא 1,אזור התעשייה,סינגלים חדשים - תשפד
70042,יש יורש - בנו בן ה15 של ליפא שר בחתונת אחיו,אזור התעשייה,סינגלים חדשים - תשפד
70043,יואלי דיקמן מארח את יהודה גלאנץ בלילה מנצח (התוכנית מצורפת למהדורה),אזור התעשייה,סינגלים חדשים - תשפד
70044,שוקי סלומון חושף שיר שבת חדש שהקליט בימים האחרונים,אזור התעשייה,סינגלים חדשים - תשפד
70045,אבי אילסון ואהרל'ה סמט בדרך לדואט,אזור התעשייה,סינגלים חדשים - תשפד
70046,יעקב שוואקי ומנדי הרשקוביץ מרגשים בחופה 2,אזור התעשייה,סינגלים חדשים - תשפד
70047,שמוליק סוכות ובנצי שטיין בדרך לשת''פ נוסף,אזור התעשייה,סינגלים חדשים - תשפד
70048,קובי ברומר מקליט שיר באולפן של אבי ריימי,אזור התעשייה,סינגלים חדשים - תשפד
70049,האולפן החדש של קול חי 1,אזור התעשייה,סינגלים חדשים - תשפד
70050,יידל ורדיגר בחתונת בנו של ליפא,אזור התעשייה,סינגלים חדשים - תשפד
70051,האחים ויינברגר בהקלטות מקהלות 1,אזור התעשייה,סינגלים חדשים - תשפד
70052,קטע ראפ משעשע על קובי ברומר מתוך הראיון עם ברנהולץ (מצ''ב למהדורה),אזור התעשייה,סינגלים חדשים - תשפד
70053,שמילי אונגר בחתונת בנו של ליפא 2,אזור התעשייה,סינגלים חדשים - תשפד
70054,יואל וייס בחתונת בנו של ליפא,אזור התעשייה,סינגלים חדשים - תשפד
70055,ה'חברונערס' גייסו כסף לסיום הש''ס שלמדו לע''נ אם חברם והביאו את גדולי הזמר,אזור התעשייה,סינגלים חדשים - תשפד
70056,פרומו לדיסק חדש של גרשי אורי,אזור התעשייה,סינגלים חדשים - תשפד
70057,יעקב שוואקי ומנדי הרשקוביץ מרגשים בחופה 1,אזור התעשייה,סינגלים חדשים - תשפד
70058,חשיפת טעימה מאלבום חסידי גנוז של עוזיה צדוק שכנראה לא ייצא לעולם,אזור התעשייה,סינגלים חדשים - תשפד
70059,בני פרידמן ושמואל באירוע משותף,אזור התעשייה,סינגלים חדשים - תשפד
70060,שמחה פרידמן משמח בתהלכות חבד בניו יורק,וידיאו,סינגלים חדשים - תשפד
70061,אלי הרצליך ושמואל יפת מתכוננים להדלקה המרכזית,וידיאו,סינגלים חדשים - תשפד
70062,משה קליין - יגיע טוב היום,סנגלים ,סינגלים חדשים - תשפד
70063,יואלי ממשיך לעבוד על עיבודים חדשים בקרוב,סנגלים ,סינגלים חדשים - תשפד
70064,יענקי היל ושמוליק לוטרמן משמחים בחתונה  1,סנגלים ,סינגלים חדשים - תשפד
70065,חיים ישראל מרקיד את הקהל בהדלקה המרכזית  1,סנגלים ,סינגלים חדשים - תשפד
70066,זאנוויל וינברגר משמח את הקהל באירוע בוטיק,סנגלים ,סינגלים חדשים - תשפד
70067,חיים ישראל מרקיד את הקהל בהדלקה המרכזית  2,סנגלים ,סינגלים חדשים - תשפד
70068,שראל סופר- אתה 10,סנגלים ,סינגלים חדשים - תשפד
70069,שראל סופר- אתה 10,סנגלים ,סינגלים חדשים - תשפד
70070,שעיה הכט - הבט,סנגלים ,סינגלים חדשים - תשפד
70071,שעיה הכט - הבט,סנגלים ,סינגלים חדשים - תשפד
70072,חיים-אביטל-יש-חתונה-הלילה,סנגלים ,סינגלים חדשים - תשפד
70073,חיים-אביטל-יש-חתונה-הלילה,סנגלים ,סינגלים חדשים - תשפד
70074,דניאל-יטיב-רוצה-רק-לבוא,סנגלים ,סינגלים חדשים - תשפד
70075,דניאל-יטיב-רוצה-רק-לבוא,סנגלים ,סינגלים חדשים - תשפד
70076,אריאל-ברוסוצקי-שושנה-בין-החוכים-מוסיקותורה,סנגלים ,סינגלים חדשים - תשפד
70077,אריאל-ברוסוצקי-שושנה-בין-החוכים-מוסיקותורה,סנגלים ,סינגלים חדשים - תשפד
70078,ארי - נאמן,סנגלים ,סינגלים חדשים - תשפד
70079,ארי - נאמן,סנגלים ,סינגלים חדשים - תשפד
70080,אברומי ויינברג- איפה אתה,סנגלים ,סינגלים חדשים - תשפד
70081,אברומי ויינברג- איפה אתה,סנגלים ,סינגלים חדשים - תשפד
70082,אבי-מן-הכל-ממך,סנגלים ,סינגלים חדשים - תשפד
70083,אבי-מן-הכל-ממך,סנגלים ,סינגלים חדשים - תשפד
70084,ניסים בלאק - KEEP GOING,סנגלים ,סינגלים חדשים - תשפד
70085,ניסים בלאק - KEEP GOING,סנגלים ,סינגלים חדשים - תשפד
70086,שמעיה פישער & נחמן דרייער - ויהי נועם,סנגלים ,סינגלים חדשים - תשפד
70087,שמעיה פישער & נחמן דרייער - ויהי נועם,סנגלים ,סינגלים חדשים - תשפד
70088,עקיבא המונד & צבי - יהא,סנגלים ,סינגלים חדשים - תשפד
70089,עקיבא המונד & צבי - יהא,סנגלים ,סינגלים חדשים - תשפד
70090,ניגוני הינוקא - ניגון תתחדש כנשר,סנגלים ,סינגלים חדשים - תשפד
70091,משה אוסלנדר - תמכתי,סנגלים ,סינגלים חדשים - תשפד
70092,משה אוסלנדר - תמכתי,סנגלים ,סינגלים חדשים - תשפד
70093,יוסף קרדונר - טוב להודות,סנגלים ,סינגלים חדשים - תשפד
70094,יוסף קרדונר - טוב להודות,סנגלים ,סינגלים חדשים - תשפד
70095,מוטי וייס - יוסף מוקיר שבת,סנגלים ,סינגלים חדשים - תשפד
70096,מוטי וייס - יוסף מוקיר שבת,סנגלים ,סינגלים חדשים - תשפד
70097,יונתן רזאל ותלמידי שירת הלויים - שיר המעלות,סנגלים ,סינגלים חדשים - תשפד
70098,יונתן רזאל ותלמידי שירת הלויים - שיר המעלות,סנגלים ,סינגלים חדשים - תשפד
70099,הרב שמואל פרידמן והרב אהרון מושקוביץ - געגועים (קאבר),סנגלים ,סינגלים חדשים - תשפד
70100,הרב שמואל פרידמן והרב אהרון מושקוביץ - געגועים (קאבר),סנגלים ,סינגלים חדשים - תשפד
70101,היום השמיני - טוט אלץ,סנגלים ,סינגלים חדשים - תשפד
70102,גם כי אלך יונתן רזאל&גולן ואך,סנגלים ,סינגלים חדשים - תשפד
70103,גם כי אלך יונתן רזאל&גולן ואך,סנגלים ,סינגלים חדשים - תשפד
70104,"מזמור לתודה- יניב בן משיח, משה פרץ וברי סחרוף",סנגלים ,סינגלים חדשים - תשפד
70105,שילה אליה - בר יוחאי (בהפקת מרדכי עמר & אבשלום דריקס),סנגלים ,סינגלים חדשים - תשפד
70106,סינגל-עיר-וקדיש,סנגלים ,סינגלים חדשים - תשפד
70107,"לכבוד התנא- משה שטעקל, אהרלה סמט ומקהלת מלכות- לג בעומר",סנגלים ,סינגלים חדשים - תשפד
70108,כמה טוב השם - נריה אנג'ל,סנגלים ,סינגלים חדשים - תשפד
70109,ישראל מקמל - מחרוזת ואהבת,סנגלים ,סינגלים חדשים - תשפד
70110,יאיר-אליאס-מחרוזת-לג-בעומר,סנגלים ,סינגלים חדשים - תשפד
70111,בר יוחאי - איציק וינגרטן,סנגלים ,סינגלים חדשים - תשפד
70112,שלום ברנהולץ- בזכות,סנגלים ,סינגלים חדשים - תשפד
70113,ארי וייס ומקהלת-נגינה יבטל,סנגלים ,סינגלים חדשים - תשפד
70114,הילולא-דרשבי אהרלה-סמטדודי-פולקמקהלת-נרננהזאבי-ויינריך-,סנגלים ,סינגלים חדשים - תשפד
70115,שרולי גרין משמח את הקהל באירוע בוטיק בארץ 1,אזור התעשייה,סינגלים חדשים - תשפד
70116,פיני איינהורן בביצוע לייב בחופה לשיר נחמה,אזור התעשייה,סינגלים חדשים - תשפד
70117,בנצי שטיין מרים את הקהל על הרגליים בהילולה אמש,אזור התעשייה,סינגלים חדשים - תשפד
70118,עמירן דביר משמח את הקהל בחופה מרגשת ראשונה לעונה,אזור התעשייה,סינגלים חדשים - תשפד
70119,מידד טסה ואלעד אלדד ביצוע לייב מטורף 2,אזור התעשייה,סינגלים חדשים - תשפד
70120,שוקי סלומון מחפש שם למחרוזת שבת החדשה שתראה אור בקרוב 1,אזור התעשייה,סינגלים חדשים - תשפד
70121,יענקי היל ושמוליק לוטרמן משמחים בחתונה  2,אזור התעשייה,סינגלים חדשים - תשפד
70122,קובי ברומר ונתנאל ישראל משמחים בחתונה מרקידה 2,אזור התעשייה,סינגלים חדשים - תשפד
70123,ביני לנדאו משמח את הקהל בהילולה של רבי שמעון  1,אזור התעשייה,סינגלים חדשים - תשפד
70124,אבי אילסון פותח את עונת החתונות יחד עם השיר המיוחד,אזור התעשייה,סינגלים חדשים - תשפד
70125,מוטי ויזל ויואלי דיקמן מרגשים בחופה מיוחדת,אזור התעשייה,סינגלים חדשים - תשפד
70126,מוטי שטיינמץ משמח את הקהלבהדלקה המרכזית,אזור התעשייה,סינגלים חדשים - תשפד
70127,דניאל ייטיב מתארח אצל נתנאל לייפר בתוכנית המבקר,אזור התעשייה,סינגלים חדשים - תשפד
70128,קובי ברומר ונתנאל ישראל משמחים בחתונה מרקידה 1,אזור התעשייה,סינגלים חדשים - תשפד
70129,ארי היל משמח ומרקיד את הקהל בחתונה 1,אזור התעשייה,סינגלים חדשים - תשפד
70130,שוקי סלומון מחפש שם למחרוזת שבת החדשה שתראה אור בקרוב 2,אזור התעשייה,סינגלים חדשים - תשפד
70131,שרולי גרין ושמחה אברמציק אצל שרוליק מנדסלון בהקלטות,אזור התעשייה,סינגלים חדשים - תשפד
70132,בנצי שטיין וקובי ברומר משמחים בדואט מיוחד בחתונה,אזור התעשייה,סינגלים חדשים - תשפד
70133,שולי רנד משמח את הקהל בהדלקה המרכזית,אזור התעשייה,סינגלים חדשים - תשפד
70134,מידד טסה ואלעד אלדד ביצוע לייב מטורף 1,אזור התעשייה,סינגלים חדשים - תשפד
70135,אלי הרצליך ושמואל יפת מתכוננים להדלקה המרכזית,אזור התעשייה,סינגלים חדשים - תשפד
70136,שמוליק סוכות ויהודה הרשנבויים משמחים באירוע בוטיק 2,אזור התעשייה,סינגלים חדשים - תשפד
70137,שרולי גרין ושמחה אברמציק אצל שרוליק מנדסלון בהקלטות,אזור התעשייה,סינגלים חדשים - תשפד
70138,בנצי קלצקין מרגש את הקהל במעמד ההדלקה,אזור התעשייה,סינגלים חדשים - תשפד
70139,גרשי אורי ממשיך בהקלטות לקראת פרויקט יוקרתי,אזור התעשייה,סינגלים חדשים - תשפד
70140,בי סינגולדה בהקלטות לקראת סינגל מעניין,אזור התעשייה,סינגלים חדשים - תשפד
70141,איתמר שקדי לא נח ועמל על עוד עיבוד חדש בקרוב,אזור התעשייה,סינגלים חדשים - תשפד
70142,שמוליק סוכות ויהודה הרשנבויים משמחים באירוע בוטיק 1,אזור התעשייה,סינגלים חדשים - תשפד
70143,שרולי גרין בהקלטות למחרוזת מעניינת ומקפיצה בקרוב,אזור התעשייה,סינגלים חדשים - תשפד
70144,שמחה פרידמן משמח בתהלכות חבד בניו יורק,אזור התעשייה,סינגלים חדשים - תשפד
70145,אבי מן - הכל ממך הקליפ (1),אזור התעשייה,סינגלים חדשים - תשפד
70146,01 תתחדש,אומני המוזיקה - תתחדש - מייל מיוזיק,סינגלים חדשים - תשפד
70147,02 זכור,אומני המוזיקה - תתחדש - מייל מיוזיק,סינגלים חדשים - תשפד
70148,03 אמת,אומני המוזיקה - תתחדש - מייל מיוזיק,סינגלים חדשים - תשפד
70149,04 הנעלבין,אומני המוזיקה - תתחדש - מייל מיוזיק,סינגלים חדשים - תשפד
70150,05 איך גלייב ,אומני המוזיקה - תתחדש - מייל מיוזיק,סינגלים חדשים - תשפד
70151,06 שבת קודש,אומני המוזיקה - תתחדש - מייל מיוזיק,סינגלים חדשים - תשפד
70152,07 גמור,אומני המוזיקה - תתחדש - מייל מיוזיק,סינגלים חדשים - תשפד
70153,08 מי האיש,אומני המוזיקה - תתחדש - מייל מיוזיק,סינגלים חדשים - תשפד
70154,09 הרחמן,אומני המוזיקה - תתחדש - מייל מיוזיק,סינגלים חדשים - תשפד
70155,10 והשיב,אומני המוזיקה - תתחדש - מייל מיוזיק,סינגלים חדשים - תשפד
70156,תמונה,אומני המוזיקה - תתחדש - מייל מיוזיק,סינגלים חדשים - תשפד
70157,יואלי דוידוביץ ומוישי באנדא - מחרוזת לכבוד החתן,כסליו תשפד,סינגלים חדשים - תשפד
70158,בני הורביץ וקובי ברומר - אזעקות של אמונה,כסליו תשפד,סינגלים חדשים - תשפד
70159,מוטי שטיינמץ - אחינו כל בית ישראל (לייב),כסליו תשפד,סינגלים חדשים - תשפד
70160,משה דוויק - נופל וקם,כסליו תשפד,סינגלים חדשים - תשפד
70161,נפתלי קמפה - אני מאמין,כסליו תשפד,סינגלים חדשים - תשפד
70162,"מנדי גולדברג, אברימי לונגר, מוישי פרסברגר, יואלי דוידוביץ, שוכי גולדשטיין - אייבישטער שכוייעח (שיר חתונה)",כסליו תשפד,סינגלים חדשים - תשפד
70163,אלי דוד - מלחמת גוג ומגוג,כסליו תשפד,סינגלים חדשים - תשפד
70164,בנציון ולוזי קלצקו - עשה עימי,כסליו תשפד,סינגלים חדשים - תשפד
70165,מוטי אילוביץ' - מוחל,כסליו תשפד,סינגלים חדשים - תשפד
70166,שימי יונייב וחברים - מחרוזת אמונה וניצחון,כסליו תשפד,סינגלים חדשים - תשפד
70167,שמחה ליינר - כי אתה עמדי,כסליו תשפד,סינגלים חדשים - תשפד
70168,שראל סופר - נחמוני (לייב),כסליו תשפד,סינגלים חדשים - תשפד
70169,אסף הרוש - לא מפחד,כסליו תשפד,סינגלים חדשים - תשפד
70170,חיים ישראל - התעוררי,חשוון תשפד,סינגלים חדשים - תשפד
70171,משה פלד - ערימות געגועים,חשוון תשפד,סינגלים חדשים - תשפד
70172,פיני איינהורן - טרק הניצחון,חשוון תשפד,סינגלים חדשים - תשפד
70173,שוקי סלומון - אהבת חינם (רמיקס - יוסי אזולאי),חשוון תשפד,סינגלים חדשים - תשפד
70174,מיילך קאהן - תפילה לעני,חשוון תשפד,סינגלים חדשים - תשפד
70175,שלום לעממער - קהילות הקודש,חשוון תשפד,סינגלים חדשים - תשפד
70176,נמואל הרוש שר מאיר וידרקר - ניצוץ של אמונה,חשוון תשפד,סינגלים חדשים - תשפד
70177,יענקי היל - מילה של נחמה,חשוון תשפד,סינגלים חדשים - תשפד
70178,אלחנן שטיינמץ - ארץ אל תכסי דמם,חשוון תשפד,סינגלים חדשים - תשפד
70179,ארי גולדוואג ואיצי קפלוביץ - אנא ה׳ עננו,חשוון תשפד,סינגלים חדשים - תשפד
70180,הערשי וויינברגר ונפתלי קמפה - כל העולם בשבילי,חשוון תשפד,סינגלים חדשים - תשפד
70181,דודו דרעי ועמי מימון - הכל לטובה,חשוון תשפד,סינגלים חדשים - תשפד
70182,אברהם פריד - בקרוב ממש,חשוון תשפד,סינגלים חדשים - תשפד
70183,אבי הס - לישועתך,חשוון תשפד,סינגלים חדשים - תשפד
70184,שמואל הררי ואלעד כהן - חברות ברזל,חשוון תשפד,סינגלים חדשים - תשפד
70185,מידד טסה - אבא תראה,חשוון תשפד,סינגלים חדשים - תשפד
70186,"מוטי ויזל, משה דוד וויסמאנדל והרשי סגל - א יידישע חופה",חשוון תשפד,סינגלים חדשים - תשפד
70187,אבישי אשל - נותן לי את הכוח,חשוון תשפד,סינגלים חדשים - תשפד
70188,יניב מדר - הדרך בחיי,חשוון תשפד,סינגלים חדשים - תשפד
70189,יוחנן בלייך וריש גלותא - עד הסוף,חשוון תשפד,סינגלים חדשים - תשפד
70190,יצחק בן ארזה - מוציא אסירים,חשוון תשפד,סינגלים חדשים - תשפד
70191,איציק דדיה - תן לי תפילה (לייב),חשוון תשפד,סינגלים חדשים - תשפד
70192,שרולי ליפשיץ - גם זה יעבור,חשוון תשפד,סינגלים חדשים - תשפד
70193,יניב בן משיח - דבר אליי,חשוון תשפד,סינגלים חדשים - תשפד
70194,חיים שלמה מאיעס - עוצו עצה,חשוון תשפד,סינגלים חדשים - תשפד
70195,איציק אשל וחיים אביטל - מחרוזת שירי אמונה של ניצחון,חשוון תשפד,סינגלים חדשים - תשפד
70196,מאיר גרין - מחרוזת שירי החיילים,חשוון תשפד,סינגלים חדשים - תשפד
70197,אודי דמארי ועמי מיימון - עם הנצח,חשוון תשפד,סינגלים חדשים - תשפד
70198,יידל ורדיגר ומרדכי בן דוד - הכל כאן,חשוון תשפד,סינגלים חדשים - תשפד
70199,יעקב ישראל - שם איתי,חשוון תשפד,סינגלים חדשים - תשפד
70200,יהוידע שחר - עולה תפילה,חשוון תשפד,סינגלים חדשים - תשפד
70201,עקיבא גרומן - לא שכחנו,חשוון תשפד,סינגלים חדשים - תשפד
70202,אבי דרור מארח את יוסי ברגר - מחרוזת שירי תפילה,חשוון תשפד,סינגלים חדשים - תשפד
70203,אידיש נחת - שבת נחת טועמיה (תקציר אלבום),חשוון תשפד,סינגלים חדשים - תשפד
70204,אבי ריימי ויאיר בודנר - יזכרם (קאבר),חשוון תשפד,סינגלים חדשים - תשפד
70205,בני פרידמן -  מחרוזת חיזוק,חשוון תשפד,סינגלים חדשים - תשפד
70206,להקת זושא - נגב את הדמעות,חשוון תשפד,סינגלים חדשים - תשפד
70207,שמילי אונגר - וקרב פזורינו,תשרי תשפד,סינגלים חדשים - תשפד
70208,שמחה אברמצ'יק - ופרוש עלינו,תשרי תשפד,סינגלים חדשים - תשפד
70209,ישראל סוסנה ומחנה בני תורה - בני תורה אנחנו (שירת המונים),תשרי תשפד,סינגלים חדשים - תשפד
70210,ישעי' גרוס וארי סאמעט - מחרוזת הקפה בּ׳,תשרי תשפד,סינגלים חדשים - תשפד
70211,בני פרידמן ושלומי דסקל - בר יוחאי,תשרי תשפד,סינגלים חדשים - תשפד
70212,שייע ברקו ואלי מרקוס - לחניו של מהר''ם שפירא,תשרי תשפד,סינגלים חדשים - תשפד
70213,הערשי ויינברגר ונפתלי קמפה - שיח סוד,תשרי תשפד,סינגלים חדשים - תשפד
70214,אבישי אשל - שבחי,תשרי תשפד,סינגלים חדשים - תשפד
70215,מיכאל אזולאי - הושענא,תשרי תשפד,סינגלים חדשים - תשפד
70216,אהר'לע סאמעט - מחרוזת הורה (לייב),תשרי תשפד,סינגלים חדשים - תשפד
70217,אבי לרנר - עולם הבא איז א גוטע זאך (קאבר),תשרי תשפד,סינגלים חדשים - תשפד
70218,פישל כהן - סוכות טאנץ,תשרי תשפד,סינגלים חדשים - תשפד
70219,אבישי בדין - נפלאות,תשרי תשפד,סינגלים חדשים - תשפד
70220,אילון הייטנר - והכל טוב,תשרי תשפד,סינגלים חדשים - תשפד
70221,"חיים ברוין, דוד פדר, זאב ורצברגר - עפיק",תשרי תשפד,סינגלים חדשים - תשפד
70222,דיג'יי יוסי מימון וישראלי'ק בש - אתה בחרתנו (רמיקס),תשרי תשפד,סינגלים חדשים - תשפד
70223,פסח איידנסון - והראנו בבנינו (קאבר),תשרי תשפד,סינגלים חדשים - תשפד
70224,שלומי גרטנר ויונתן רזאל - הטוב (לייב),תשרי תשפד,סינגלים חדשים - תשפד
70225,"אבי ריימי, יאיר בודנר ויניב פינטו - ותשובה ותפילה וצדקה (קאבר - יעקב שוואקי)",תשרי תשפד,סינגלים חדשים - תשפד
70226,משה דוד ווייסמנדל וארי היל - מ'גייט מאכן קידוש,תשרי תשפד,סינגלים חדשים - תשפד
70227,מוטי שטיינמץ ומקהלת נשמה - למען ידעו,תשרי תשפד,סינגלים חדשים - תשפד
70228,קובי ברומר וארי גולדוואג - הושענא,תשרי תשפד,סינגלים חדשים - תשפד
70229,שמוליק קליין - וטהר ליבנו,תשרי תשפד,סינגלים חדשים - תשפד
70230,שמואל - קה שמע אביונך,תשרי תשפד,סינגלים חדשים - תשפד
70231,אלי לוין מארח את ר' שלמה קרליבך - אני מאמין,תשרי תשפד,סינגלים חדשים - תשפד
70232,אברהם פריד - הבן יקיר לי (קאבר),תשרי תשפד,סינגלים חדשים - תשפד
70233,גלעד ואפי פוטולסקי - היום הרת עולם,תשרי תשפד,סינגלים חדשים - תשפד
70234,"ארי היל, יואלי קליין ושייע גרוס - עינינו תלויות",תשרי תשפד,סינגלים חדשים - תשפד
70235,יוני Z - ראש השנה Upmix,תשרי תשפד,סינגלים חדשים - תשפד
70236,לוי פלקוביץ - כל נדרי (קאבר),תשרי תשפד,סינגלים חדשים - תשפד
70237,ישי ריבו ומרדכי בן דוד - אתה זוכר,תשרי תשפד,סינגלים חדשים - תשפד
70238,עמירן דביר - זיידע שלי,תשרי תשפד,סינגלים חדשים - תשפד
